,url,yaw,pitch,roll
0,/content/drive/MyDrive/AFLW2000/image01974.jpg,-5.043771115233218,7.890811303094141,33.14940167948759
1,/content/drive/MyDrive/AFLW2000/image01975.jpg,12.134659895811856,22.20162508391311,62.18625759048352
2,/content/drive/MyDrive/AFLW2000/image01953.jpg,-3.8265554573540093,3.3835873359746174,20.19515090807599
3,/content/drive/MyDrive/AFLW2000/image01951.jpg,-21.84053845153734,-0.23526301088040558,-16.532781311921106
4,/content/drive/MyDrive/AFLW2000/image01934.jpg,-110.71304011614131,26.484822060777407,-59.82629123295029
5,/content/drive/MyDrive/AFLW2000/image01989.jpg,-27.22775387771946,46.99336355779301,-6.712760855995142
6,/content/drive/MyDrive/AFLW2000/image01983.jpg,67.35453855473612,-39.53479256170097,-68.19804077708689
7,/content/drive/MyDrive/AFLW2000/image02024.jpg,56.207747659302605,-48.2879691576837,-95.02274205668962
8,/content/drive/MyDrive/AFLW2000/image02012.jpg,-20.433721438073153,40.60515666582093,13.129880638743742
9,/content/drive/MyDrive/AFLW2000/image02026.jpg,98.68207227450996,16.13837094914234,-98.6137089444131
10,/content/drive/MyDrive/AFLW2000/image02023.jpg,6.360377360676866,1.8310216128893824,-74.13084524006996
11,/content/drive/MyDrive/AFLW2000/image01986.jpg,-33.10449068707403,78.06472686347573,16.969849665523604
12,/content/drive/MyDrive/AFLW2000/image01997.jpg,-2.114420246981301,-146.63683781515138,-36.900169958440664
13,/content/drive/MyDrive/AFLW2000/image01984.jpg,-40.14447083446157,83.3650028035059,4.333023494669818
14,/content/drive/MyDrive/AFLW2000/image01991.jpg,15.592997605280754,-58.880601157823705,9.820438416835696
15,/content/drive/MyDrive/AFLW2000/image02027.jpg,14.240533591303556,-5.074497307184232,-118.24409943325114
16,/content/drive/MyDrive/AFLW2000/image01982.jpg,21.55281308451612,-89.35276139671983,-30.899206232629282
17,/content/drive/MyDrive/AFLW2000/image02013.jpg,-17.96714026426022,94.75580439293032,-17.11381529288843
18,/content/drive/MyDrive/AFLW2000/image02011.jpg,-20.158169758777387,37.541014247396625,13.0781180302947
19,/content/drive/MyDrive/AFLW2000/image02016.jpg,-79.97288466666254,164.06022215140595,-30.684001275310585
20,/content/drive/MyDrive/AFLW2000/image02014.jpg,43.58265840163408,-62.73531338553597,52.59444367694204
21,/content/drive/MyDrive/AFLW2000/image01996.jpg,-0.690626706633179,-2.463861436580967,20.98114662135035
22,/content/drive/MyDrive/AFLW2000/image02028.jpg,25.151556796144696,5.775905852088962,-48.710098060760636
23,/content/drive/MyDrive/AFLW2000/image02045.jpg,-17.828997922763183,161.5431435932371,-8.57192462165934
24,/content/drive/MyDrive/AFLW2000/image02036.jpg,3.622040559306013,-88.34555558852415,7.927825958516232
25,/content/drive/MyDrive/AFLW2000/image02044.jpg,-68.8224036706571,20.430090740782557,-18.4398535381064
26,/content/drive/MyDrive/AFLW2000/image02049.jpg,-93.9905992937426,-40.14978015061694,81.54656788344366
27,/content/drive/MyDrive/AFLW2000/image02035.jpg,53.02363328296433,-0.8731087262516791,-14.01247399946501
28,/content/drive/MyDrive/AFLW2000/image02032.jpg,-93.50049403458357,21.19740531276905,28.715748281285766
29,/content/drive/MyDrive/AFLW2000/image02029.jpg,67.14983533038871,-31.516717998581072,-91.13017324234238
30,/content/drive/MyDrive/AFLW2000/image02046.jpg,-23.568102843292618,151.27694128773524,9.907776180847025
31,/content/drive/MyDrive/AFLW2000/image02043.jpg,-10.018580402226343,-36.88534930158338,20.03371021514298
32,/content/drive/MyDrive/AFLW2000/image02054.jpg,63.88226673547439,-80.83274817160947,17.94729358485797
33,/content/drive/MyDrive/AFLW2000/image02034.jpg,13.152551140602137,25.095499750996538,-23.058395807775533
34,/content/drive/MyDrive/AFLW2000/image02051.jpg,23.41147613886452,-48.027202715494376,38.640442736845785
35,/content/drive/MyDrive/AFLW2000/image02039.jpg,6.0197901968861744,7.726747143767763,-7.242387861639934
36,/content/drive/MyDrive/AFLW2000/image02037.jpg,-25.90848120540232,-8.057665590108007,62.3901865981278
37,/content/drive/MyDrive/AFLW2000/image02050.jpg,25.606151116542783,193.43308912543822,0.400517347154795
38,/content/drive/MyDrive/AFLW2000/image02030.jpg,57.68019216549953,-41.01847418656789,-96.14362298532099
39,/content/drive/MyDrive/AFLW2000/image02031.jpg,-3.8056524334701667,16.64262068135059,17.230020884252244
